"person_age";"person_income";"person_emp_length";"person_home_ownership";"loan_intent";"loan_grade";"loan_amnt";"loan_int_rate";"loan_status";"loan_percent_income";"cb_person_default_on_file";"cb_person_cred_hist_length"
22;65004;5.0;"Mortgage";"Venture";"A";12500;6.03;0;0.19;"N";4
41;80000;24.0;"Own";"Venture";"B";17000;0.0;0;0.21;"N";16
25;154000;2.0;"Mortgage";"Homeimprovement";"C";9200;12.61;0;0.06;"Y";4
25;50000;3.0;"Rent";"Personal";"D";12000;16.77;0;0.24;"N";3
22;60000;1.0;"Mortgage";"Education";"A";4800;7.49;0;0.08;"N";3
26;65000;5.0;"Rent";"Homeimprovement";"A";15000;7.66;0;0.23;"N";4
43;98600;0.0;"Mortgage";"Medical";"D";7750;15.31;1;0.07;"Y";14
23;46932;0.0;"Own";"Education";"A";7000;5.79;0;0.15;"N";4
27;78500;6.0;"Rent";"Venture";"A";8000;8.59;0;0.1;"N";5
42;69228;3.0;"Rent";"Homeimprovement";"A";10000;7.49;0;0.14;"N";13
26;38000;6.0;"Rent";"Personal";"C";1000;15.27;0;0.03;"Y";3
22;55000;6.0;"Mortgage";"Venture";"A";10000;5.79;0;0.18;"N";2
27;75000;3.0;"Rent";"Medical";"B";20000;11.83;0;0.27;"N";10
44;57700;4.0;"Mortgage";"Medical";"A";3600;6.99;0;0.06;"N";14
27;70000;8.0;"Mortgage";"Medical";"A";1300;5.79;0;0.02;"N";9
30;73000;15.0;"Rent";"Debtconsolidation";"B";5500;9.99;0;0.08;"N";9
23;60000;8.0;"Own";"Education";"A";20000;7.49;0;0.33;"N";3
23;56000;7.0;"Mortgage";"Venture";"A";7200;6.03;0;0.13;"N";2
37;40000;1.0;"Rent";"Venture";"B";3000;11.71;0;0.07;"N";15
27;56400;4.0;"Rent";"Personal";"D";8000;16.77;0;0.14;"Y";10
33;38604;0.0;"Rent";"Venture";"D";7500;0.0;1;0.19;"N";5
42;85000;3.0;"Rent";"Venture";"C";5750;12.99;0;0.07;"Y";15
29;97000;13.0;"Mortgage";"Venture";"C";10000;14.65;0;0.1;"N";8
24;38400;4.0;"Rent";"Debtconsolidation";"A";4000;7.29;0;0.1;"N";3
26;74000;10.0;"Mortgage";"Education";"B";4475;9.99;0;0.06;"N";2
28;40000;1.0;"Rent";"Medical";"B";6500;10.74;0;0.16;"N";6
25;76248;6.0;"Mortgage";"Debtconsolidation";"C";9750;14.27;1;0.13;"Y";3
28;150086;5.0;"Rent";"Medical";"A";12000;6.54;0;0.08;"N";9
36;56500;7.0;"Mortgage";"Venture";"A";12000;7.49;0;0.21;"N";17
46;48000;1.0;"";"";"F";9000;6.76;0;0.11;"N";4
26;54000;10.0;"Mortgage";"Medical";"C";10000;0.0;1;0.19;"N";3
24;141000;8.0;"Own";"Personal";"A";10000;7.49;0;0.07;"N";2
37;60000;1.0;"Rent";"Personal";"B";6400;9.64;0;0.11;"N";12
24;50000;4.0;"Mortgage";"Debtconsolidation";"B";5000;10.0;0;0.1;"N";4
27;45000;9.0;"Mortgage";"Medical";"B";12000;9.76;0;0.27;"N";6
27;36996;4.0;"Rent";"Personal";"D";5775;14.91;0;0.16;"N";7
25;58750;6.0;"Mortgage";"Homeimprovement";"D";6000;15.33;0;0.1;"Y";3
22;84000;6.0;"Mortgage";"Personal";"B";3900;11.71;0;0.05;"N";4
31;36000;2.0;"Rent";"Medical";"C";3500;12.53;0;0.1;"Y";10
21;19000;0.0;"Rent";"Education";"C";700;12.29;0;0.04;"N";2
26;43000;7.0;"Rent";"Medical";"B";14400;9.62;1;0.33;"N";4
26;51000;10.0;"Mortgage";"Medical";"D";13000;15.33;1;0.25;"Y";3
22;43000;2.0;"Own";"Venture";"B";22800;12.69;0;0.53;"N";2
28;112200;10.0;"Mortgage";"Venture";"A";6800;5.79;0;0.06;"N";5
25;118000;8.0;"Mortgage";"Homeimprovement";"B";25000;11.12;0;0.21;"N";2
22;8000;0.0;"Rent";"Medical";"A";2100;7.51;1;0.26;"N";2
25;37700;7.0;"Mortgage";"Education";"B";9000;11.58;1;0.24;"N";2
33;74520;4.0;"Rent";"Homeimprovement";"D";10000;16.89;0;0.13;"N";10
27;30000;0.0;"Rent";"Medical";"C";4500;14.65;0;0.15;"N";9
29;55476;1.0;"Mortgage";"Medical";"D";10000;15.33;1;0.18;"Y";8
25;30000;10.0;"Rent";"Venture";"A";11400;7.51;1;0.38;"N";4
23;124800;4.0;"Mortgage";"Medical";"B";28000;0.0;0;0.22;"N";2
26;80000;10.0;"Mortgage";"Debtconsolidation";"B";10800;11.99;0;0.14;"N";3
24;43000;1.0;"Mortgage";"Medical";"A";7000;6.92;0;0.16;"N";3
38;20004;2.0;"Own";"Homeimprovement";"B";6250;0.0;0;0.31;"N";15
36;126251;16.0;"Rent";"Homeimprovement";"A";14000;7.66;0;0.11;"N";17
26;70000;0.0;"Mortgage";"Personal";"D";8000;14.84;0;0.11;"N";3
25;125000;1.0;"Mortgage";"Homeimprovement";"D";14000;14.42;0;0.11;"N";4
30;108000;0.0;"Mortgage";"Debtconsolidation";"B";4925;0.0;1;0.05;"N";9
22;25000;6.0;"Own";"Venture";"A";13000;7.88;0;0.52;"N";3
23;24000;1.0;"Rent";"Venture";"B";5500;10.99;0;0.23;"N";4
28;19200;0.0;"Rent";"Debtconsolidation";"B";4000;12.69;1;0.21;"N";8
26;50000;1.0;"Rent";"Debtconsolidation";"B";7150;12.69;0;0.14;"N";2
28;72500;1.0;"Rent";"Debtconsolidation";"A";12000;7.49;0;0.17;"N";6
22;30000;6.0;"Rent";"Medical";"B";3000;0.0;0;0.1;"N";4
26;65000;0.0;"Rent";"Personal";"A";5000;5.99;0;0.08;"N";3
41;69000;15.0;"Rent";"Debtconsolidation";"D";4000;16.29;1;0.06;"N";13
23;150000;7.0;"Mortgage";"Debtconsolidation";"A";9600;6.92;0;0.06;"N";2
27;98500;5.0;"Rent";"Homeimprovement";"C";7200;14.35;0;0.07;"Y";6
40;74004;12.0;"Mortgage";"Venture";"A";7125;6.62;0;0.1;"N";14
23;61615;4.0;"Mortgage";"Personal";"B";13000;10.62;0;0.21;"N";4
22;40000;3.0;"Rent";"Personal";"E";7200;18.79;0;0.18;"N";3
31;112000;1.0;"Rent";"Venture";"A";18500;7.51;0;0.17;"N";7
27;90000;0.0;"Rent";"Debtconsolidation";"A";20000;6.54;0;0.22;"N";9
22;70000;6.0;"Rent";"Personal";"B";13600;12.21;0;0.19;"N";4
26;57600;10.0;"Rent";"Debtconsolidation";"D";2150;15.62;1;0.04;"Y";3
35;74000;13.0;"Mortgage";"Debtconsolidation";"A";5000;7.9;0;0.07;"N";5
41;45840;5.0;"Rent";"Debtconsolidation";"B";4600;10.99;0;0.1;"N";14
27;104000;8.0;"Rent";"Debtconsolidation";"B";11000;0.0;0;0.11;"N";8
22;24900;1.0;"Mortgage";"Medical";"C";5500;13.16;1;0.22;"N";2
33;50000;8.0;"Mortgage";"Medical";"A";4000;5.42;0;0.08;"N";10
24;55000;2.0;"Rent";"Venture";"";10400;7.66;0;0.0;"N";5
24;55000;5.0;"Rent";"Venture";"A";9500;9.63;0;0.17;"N";4
26;65000;0.0;"Rent";"Venture";"C";17000;13.47;0;0.26;"N";2
30;49000;2.0;"Mortgage";"Personal";"C";16000;13.49;1;0.33;"N";7
34;33456;2.0;"Rent";"Education";"E";4000;16.45;1;0.12;"N";5
25;85000;2.0;"Rent";"Venture";"A";15000;7.9;0;0.18;"N";4
23;40000;7.0;"Mortgage";"Debtconsolidation";"C";6000;14.79;0;0.15;"Y";3
34;64000;5.0;"Rent";"Education";"B";15000;10.25;0;0.23;"N";8
24;75000;4.0;"Mortgage";"Venture";"B";16000;12.42;0;0.21;"N";2
22;55000;4.0;"Own";"Debtconsolidation";"D";5000;14.61;0;0.09;"Y";2
23;60996;0.0;"Rent";"Homeimprovement";"E";16000;16.0;1;0.26;"N";3
30;18000;6.0;"Mortgage";"Medical";"B";2200;0.0;1;0.12;"N";6
38;160000;12.0;"Mortgage";"Venture";"A";14000;6.62;0;0.09;"N";13
23;40000;5.0;"Rent";"Personal";"B";2000;11.71;0;0.05;"N";2
27;85000;0.0;"Rent";"Venture";"A";7200;7.68;0;0.08;"N";10
25;36000;9.0;"Rent";"Medical";"B";6000;0.0;0;0.17;"N";4
26;21000;0.0;"Rent";"Medical";"B";4000;11.36;0;0.19;"N";2
24;27600;4.0;"Rent";"Personal";"D";7000;15.62;1;0.25;"Y";4
24;0;8.0;"Mortgage";"Venture";"D";5000;8.88;0;0.0;"N";3
26;55000;3.0;"Rent";"Venture";"C";5000;13.48;0;0.09;"Y";4
26;48000;3.0;"Rent";"Venture";"A";4000;5.79;0;0.08;"N";2
24;82500;8.0;"Rent";"Medical";"A";9800;7.51;0;0.12;"N";4
23;35500;0.0;"Mortgage";"Medical";"C";3000;11.28;0;0.08;"Y";3
38;200000;4.0;"Rent";"Homeimprovement";"B";21000;10.37;0;0.1;"N";11
32;50000;0.0;"Rent";"Venture";"B";4675;10.0;0;0.09;"N";7
22;47800;5.0;"Mortgage";"Personal";"C";1500;13.43;0;0.03;"Y";3
26;42000;0.0;"Rent";"Venture";"B";6000;11.12;0;0.14;"N";4
28;80748;5.0;"Mortgage";"Medical";"A";5000;7.51;0;0.06;"N";9
23;30000;4.0;"Rent";"Debtconsolidation";"C";7925;15.27;0;0.26;"Y";4
31;80000;4.0;"Rent";"Personal";"C";3500;12.99;0;0.04;"Y";7
24;19200;1.0;"Rent";"Homeimprovement";"C";8000;13.61;1;0.42;"Y";3
23;62000;7.0;"Mortgage";"Medical";"B";6400;10.08;0;0.1;"N";3
31;258000;3.0;"Mortgage";"Personal";"A";28000;5.99;0;0.11;"N";5
39;55000;0.0;"Rent";"Medical";"B";3000;10.2;0;0.05;"N";15
24;60000;9.0;"Rent";"Medical";"A";6000;7.51;0;0.1;"N";3
23;58000;7.0;"Mortgage";"Medical";"C";7200;11.97;1;0.12;"N";3
28;44500;2.0;"Mortgage";"Debtconsolidation";"";0;11.12;0;0.02;"N";5
40;71000;5.0;"Mortgage";"Education";"E";7000;15.38;0;0.1;"Y";12
24;24000;0.0;"Rent";"Venture";"D";7000;15.62;1;0.29;"N";4
24;45000;6.0;"Mortgage";"Homeimprovement";"A";4075;5.42;0;0.09;"N";3
24;39000;0.0;"Mortgage";"Debtconsolidation";"A";7000;7.49;1;0.18;"N";3
22;36000;4.0;"Rent";"Personal";"B";10000;11.36;1;0.28;"N";2
33;20000;5.0;"Rent";"Education";"A";3625;6.99;0;0.18;"N";9
22;0;1.0;"Rent";"Education";"B";1200;9.96;0;0.04;"";2
29;38004;3.0;"Rent";"Medical";"C";1500;14.35;0;0.04;"Y";10
25;34000;2.0;"Mortgage";"Venture";"C";15450;11.22;1;0.45;"N";4
21;42000;5.0;"Mortgage";"Education";"C";7000;15.23;0;0.17;"Y";4
24;15000;0.0;"Rent";"Education";"C";2100;13.11;0;0.14;"Y";4
51;260000;1.0;"Mortgage";"Personal";"A";14000;7.66;0;0.05;"N";26
25;48000;0.0;"Rent";"Education";"F";3200;0.0;1;0.07;"Y";4
22;54000;5.0;"Mortgage";"Education";"C";12000;12.23;0;0.22;"Y";3
27;46000;0.0;"Own";"Education";"A";18000;6.17;0;0.39;"N";5
29;175000;1.0;"Mortgage";"";"A";2000;11.12;0;0.0;"N";8
0;118500;4.0;"Mortgage";"Debtconsolidation";"A";3600;15.27;0;0.07;"";10
26;75000;11.0;"Mortgage";"Venture";"D";6000;14.96;0;0.08;"N";3
23;45600;7.0;"Mortgage";"Venture";"C";10000;16.11;0;0.22;"Y";4
25;32000;9.0;"Rent";"";"C";7000;11.78;0;0.0;"Y";4
24;12000;0.0;"Rent";"Personal";"A";3200;5.99;1;0.27;"N";3
41;170000;11.0;"Mortgage";"Medical";"B";20000;11.11;0;0.12;"N";11
31;125000;4.0;"Mortgage";"Venture";"B";12500;11.48;0;0.1;"N";10
39;168000;2.0;"Rent";"Homeimprovement";"E";18000;17.93;1;0.11;"N";11
23;38000;0.0;"Rent";"Debtconsolidation";"A";7200;7.9;0;0.19;"N";4
24;56004;5.0;"Mortgage";"Debtconsolidation";"B";6000;10.0;1;0.11;"N";3
22;27600;5.0;"Rent";"Venture";"C";1200;13.06;0;0.04;"N";2
31;43200;0.0;"Mortgage";"Venture";"A";3000;8.9;0;0.07;"N";6
29;50000;3.0;"Rent";"Debtconsolidation";"B";7000;0.0;0;0.14;"N";6
29;86000;9.0;"Mortgage";"Debtconsolidation";"A";8400;0.0;0;0.1;"N";10
32;69996;4.0;"Rent";"Venture";"D";25000;15.95;1;0.36;"Y";10
22;39000;3.0;"Rent";"Medical";"B";6600;0.0;0;0.17;"N";2
23;13000;3.0;"Rent";"Homeimprovement";"D";2800;15.21;1;0.22;"N";2
30;175000;3.0;"Rent";"";"";6500;5.79;0;0.11;"N";4
39;44500;5.0;"Rent";"Medical";"A";6000;7.88;0;0.13;"N";17
29;41000;3.0;"Rent";"Personal";"B";5000;11.49;0;0.12;"N";9
22;66996;3.0;"Rent";"Education";"B";20000;12.18;0;0.3;"N";2
23;100000;7.0;"Mortgage";"Education";"D";15000;16.0;0;0.15;"Y";2
23;60000;7.0;"Mortgage";"Personal";"A";6000;8.9;0;0.1;"N";4
25;27040;2.0;"Rent";"Personal";"A";6000;7.9;0;0.22;"N";2
38;61450;6.0;"Own";"Venture";"A";12500;7.49;0;0.2;"N";16
24;55000;0.0;"Rent";"Debtconsolidation";"B";4000;11.26;0;0.07;"N";3
22;24996;4.0;"Rent";"Personal";"B";12000;9.63;1;0.48;"N";3
23;88000;5.0;"Rent";"Medical";"B";9000;0.0;0;0.1;"N";2
40;133000;2.0;"Rent";"Education";"D";35000;14.54;1;0.26;"Y";17
23;83000;7.0;"Rent";"Education";"B";25300;10.99;1;0.3;"N";3
23;58977;7.0;"Rent";"Debtconsolidation";"C";14400;0.0;0;0.24;"N";4
29;58500;1.0;"Rent";"Medical";"D";22000;13.67;1;0.38;"N";6
27;72800;7.0;"Mortgage";"Homeimprovement";"B";7000;0.0;0;0.1;"N";10
28;55640;9.0;"Mortgage";"Personal";"C";5000;0.0;0;0.09;"N";6
23;42000;7.0;"Rent";"Venture";"B";15000;11.83;1;0.36;"N";4
22;75000;6.0;"Rent";"Education";"C";2000;13.43;0;0.03;"N";3
24;110004;8.0;"Mortgage";"Debtconsolidation";"C";16000;0.0;0;0.15;"N";3
22;36000;1.0;"Rent";"Homeimprovement";"B";3000;10.37;1;0.08;"N";3
22;48000;0.0;"Mortgage";"Debtconsolidation";"A";4800;9.07;0;0.1;"N";3
27;170000;0.0;"Rent";"Homeimprovement";"A";16000;5.79;0;0.09;"N";8
23;44248;0.0;"Rent";"Education";"A";13200;0.0;0;0.3;"N";2
21;47000;5.0;"Rent";"Venture";"D";7000;14.96;0;0.15;"Y";3
30;42600;13.0;"Rent";"Venture";"B";12000;11.71;0;0.28;"N";8
45;62200;6.0;"Rent";"Debtconsolidation";"B";10000;10.39;0;0.16;"N";11
36;53550;1.0;"Rent";"Medical";"B";1600;12.21;1;0.03;"N";16
26;50004;3.0;"Rent";"Venture";"C";15000;13.72;0;0.3;"Y";4
26;96000;10.0;"Mortgage";"Homeimprovement";"E";24000;19.42;0;0.25;"N";4
23;122000;7.0;"Rent";"Debtconsolidation";"C";14000;13.48;0;0.11;"Y";2
27;90000;1.0;"Rent";"Venture";"B";6000;11.71;0;0.07;"N";8
23;32000;5.0;"Rent";"Medical";"A";14125;7.9;1;0.44;"N";2
37;145124;21.0;"Mortgage";"Personal";"B";11375;10.99;1;0.08;"N";11
37;101644;13.0;"Rent";"Venture";"B";14000;0.0;0;0.14;"N";13
22;47472;6.0;"Mortgage";"Venture";"B";20000;11.83;0;0.42;"N";3
23;54996;7.0;"Mortgage";"Debtconsolidation";"B";0;8.9;0;0.06;"N";3
28;105000;0.0;"Rent";"Venture";"E";20000;0.0;1;0.19;"N";7
35;102000;3.0;"Rent";"Homeimprovement";"C";20000;13.85;0;0.2;"N";10
24;116664;8.0;"Rent";"Venture";"D";8000;16.49;0;0.07;"N";3
27;38000;0.0;"Rent";"Venture";"B";10000;9.76;0;0.26;"N";5
41;38200;4.0;"Rent";"Medical";"E";8875;19.03;0;0.23;"Y";11
42;160000;0.0;"Mortgage";"Medical";"A";22000;6.99;0;0.14;"N";16
29;30000;0.0;"Rent";"Personal";"E";10200;17.99;1;0.34;"N";5
26;88200;9.0;"Mortgage";"Homeimprovement";"B";3000;10.59;0;0.03;"N";4
25;50000;7.0;"Mortgage";"Personal";"C";6600;12.61;0;0.13;"Y";3
33;22800;0.0;"Rent";"Medical";"A";2000;8.49;0;0.09;"N";10
22;30400;2.0;"Mortgage";"Venture";"C";9950;15.27;1;0.33;"N";4
29;40000;2.0;"Rent";"Debtconsolidation";"B";23500;11.12;1;0.59;"N";8
27;52000;11.0;"Mortgage";"Homeimprovement";"A";6000;7.49;0;0.12;"N";8
30;96000;11.0;"Rent";"Education";"C";12000;13.23;0;0.13;"N";10
23;90000;7.0;"Own";"Medical";"A";35000;8.9;0;0.39;"N";4
21;87500;5.0;"Mortgage";"Personal";"C";3000;10.25;0;0.0;"N";7
27;46000;4.0;"Rent";"Medical";"C";7500;13.49;0;0.16;"N";5
21;57000;5.0;"Own";"Personal";"B";8000;10.65;0;0.14;"N";3
28;21000;3.0;"Rent";"Personal";"A";1000;7.49;0;0.05;"N";9
24;22800;3.0;"Own";"Medical";"B";4750;11.36;0;0.21;"N";4
27;36000;11.0;"Rent";"Medical";"A";3000;8.0;0;0.08;"N";9
22;65004;3.0;"Own";"Venture";"B";4000;10.99;0;0.06;"N";3
23;42000;3.0;"Rent";"Debtconsolidation";"A";9000;7.51;0;0.21;"N";4
32;48000;5.0;"Rent";"Debtconsolidation";"B";5000;11.49;0;0.1;"N";8
21;40000;3.0;"Rent";"Venture";"B";5000;9.25;0;0.13;"N";4
23;65000;3.0;"Mortgage";"Medical";"A";7000;7.9;0;0.11;"N";4
23;27500;7.0;"Mortgage";"Education";"B";6300;0.0;0;0.23;"N";3
26;30000;1.0;"Rent";"Debtconsolidation";"C";3000;13.49;0;0.1;"N";4
24;67500;3.0;"Mortgage";"Personal";"A";3000;7.88;0;0.04;"N";4
21;40000;5.0;"Mortgage";"Personal";"A";5000;6.62;0;0.13;"N";2
24;30000;1.0;"Rent";"Education";"B";12300;10.74;1;0.41;"N";2
39;17760;0.0;"";"Medical";"A";25000;17.93;0;0.09;"N";8
22;71000;6.0;"Mortgage";"Debtconsolidation";"B";3200;10.25;1;0.05;"N";3
35;73000;0.0;"Rent";"Homeimprovement";"D";15000;15.57;1;0.21;"N";8
28;32400;3.0;"Rent";"Medical";"D";4900;14.12;1;0.15;"N";7
28;42000;12.0;"Mortgage";"Venture";"A";7300;0.0;0;0.17;"N";9
22;62000;2.0;"Mortgage";"Education";"D";7500;13.87;0;0.12;"N";3
36;31000;2.0;"Rent";"Education";"A";2500;8.9;0;0.08;"N";13
23;38000;4.0;"Rent";"Venture";"A";1500;8.32;0;0.04;"N";3
29;33600;0.0;"Rent";"Personal";"D";9600;15.99;1;0.29;"Y";7
34;108000;0.0;"Mortgage";"Medical";"A";10000;6.91;0;0.09;"N";8
34;76000;13.0;"Mortgage";"Debtconsolidation";"E";20000;17.74;1;0.26;"N";5
22;75000;6.0;"Mortgage";"Venture";"D";25000;14.96;0;0.33;"Y";3
25;39000;2.0;"Rent";"Venture";"C";8500;13.23;1;0.22;"Y";4
25;45000;9.0;"Mortgage";"Debtconsolidation";"B";4000;9.25;0;0.09;"N";3
33;58100;1.0;"Rent";"Debtconsolidation";"C";17500;13.57;0;0.3;"Y";10
37;39480;4.0;"Own";"Venture";"A";8000;8.49;0;0.2;"N";13
28;45000;6.0;"Mortgage";"Debtconsolidation";"A";10000;5.99;0;0.22;"N";10
22;28800;6.0;"Rent";"Education";"A";5000;6.91;0;0.17;"N";2
50;200000;1.0;"Rent";"Personal";"B";7000;10.99;0;0.04;"N";15
35;160000;3.0;"Rent";"Medical";"A";7500;8.0;0;0.05;"N";8
28;200000;2.0;"Rent";"Venture";"C";15000;11.72;0;0.07;"Y";10
23;42000;7.0;"Rent";"Venture";"C";15000;13.49;1;0.36;"N";3
22;43000;7.0;"Rent";"Debtconsolidation";"B";15000;10.99;1;0.35;"N";2
38;46000;1.0;"Rent";"Medical";"B";12000;9.91;0;0.26;"N";16
29;32000;10.0;"Rent";"Homeimprovement";"D";9250;15.65;1;0.29;"N";7
0;61455;1.0;"";"Medical";"F";9600;13.48;0;0.24;"Y";5
33;50000;1.0;"Rent";"Homeimprovement";"A";9000;7.51;0;0.18;"N";9
33;69600;17.0;"Mortgage";"Personal";"B";16000;11.99;0;0.23;"N";8
31;90000;13.0;"Mortgage";"Homeimprovement";"B";12000;11.49;0;0.13;"N";7
0;82000;2.0;"Mortgage";"Medical";"A";2000;0.0;0;0.03;"Y";3
24;22000;0.0;"Rent";"Personal";"B";4000;11.36;1;0.18;"N";3
24;105996;7.0;"Mortgage";"Medical";"A";3000;7.51;0;0.03;"N";3
22;42000;0.0;"Rent";"Personal";"C";0;15.23;0;0.11;"Y";3
23;26400;8.0;"Rent";"Education";"C";4000;14.17;1;0.15;"N";2
24;35004;3.0;"Rent";"Personal";"B";18250;11.49;1;0.52;"N";4
22;25200;1.0;"Mortgage";"Personal";"C";7000;13.92;0;0.28;"N";3
26;55000;0.0;"Rent";"Medical";"A";0;14.17;0;0.13;"N";9
27;25000;0.0;"Rent";"Personal";"C";3600;13.16;0;0.14;"Y";9
32;84996;5.0;"Mortgage";"Medical";"B";20000;8.88;0;0.24;"N";5
21;45000;3.0;"Rent";"Personal";"B";10000;10.25;0;0.22;"N";2
26;29040;2.0;"Rent";"Education";"B";15000;9.62;1;0.52;"N";4
0;84000;0.0;"Mortgage";"Medical";"";10000;12.99;1;0.34;"N";6
35;94000;9.0;"Mortgage";"Debtconsolidation";"B";15000;9.88;0;0.16;"N";9
22;85000;1.0;"Rent";"Education";"C";12000;12.84;0;0.14;"Y";4
26;108000;1.0;"Mortgage";"Education";"A";6000;7.49;0;0.06;"N";4
22;34000;4.0;"Rent";"Personal";"A";6000;0.0;1;0.18;"N";2
32;105000;3.0;"Rent";"Homeimprovement";"C";3000;0.0;0;0.03;"N";10
23;70000;4.0;"Rent";"Education";"D";8000;16.02;0;0.11;"N";2
35;90000;15.0;"Rent";"Personal";"B";7000;11.71;0;0.08;"N";9
46;40000;8.0;"Mortgage";"Education";"A";12000;6.91;0;0.3;"N";11
23;40000;1.0;"Mortgage";"Venture";"B";1200;10.83;0;0.03;"N";2
23;80000;7.0;"Mortgage";"Education";"B";17000;12.21;0;0.21;"N";2
23;44000;0.0;"Mortgage";"Medical";"A";5500;6.17;0;0.13;"N";4
26;60000;10.0;"Mortgage";"Venture";"A";12500;6.92;0;0.21;"N";2
0;68750;6.0;"";"Debtconsolidation";"A";4800;15.23;0;0.05;"Y";2
32;22704;4.0;"Rent";"Debtconsolidation";"B";6800;0.0;0;0.3;"N";8
22;32000;0.0;"Rent";"Debtconsolidation";"B";4800;11.11;0;0.15;"N";4
25;110000;8.0;"Other";"Venture";"A";8000;9.32;0;0.07;"N";3
36;48960;17.0;"Rent";"Education";"B";9000;10.99;0;0.18;"N";12
27;33600;1.0;"Own";"Personal";"B";21250;8.88;0;0.63;"N";6
23;170000;7.0;"Rent";"Education";"B";12000;11.11;0;0.07;"N";2
0;52000;0.0;"Own";"";"A";7500;0.0;0;0.21;"N";13
26;95000;10.0;"Mortgage";"Personal";"A";6600;7.51;0;0.07;"N";4
22;20000;6.0;"Own";"Personal";"B";9250;10.65;0;0.46;"N";4
27;120000;11.0;"Mortgage";"Education";"E";20000;0.0;0;0.17;"Y";7
38;150000;0.0;"Own";"Venture";"B";24000;11.83;0;0.16;"N";13
23;28000;4.0;"Rent";"Debtconsolidation";"C";5000;13.72;1;0.18;"N";4
23;51000;6.0;"Mortgage";"Debtconsolidation";"D";17500;14.09;1;0.34;"Y";2
34;150000;18.0;"Mortgage";"Debtconsolidation";"A";6000;6.03;0;0.04;"N";10
25;49000;10.0;"Rent";"Education";"A";9600;7.51;1;0.2;"N";4
28;72000;0.0;"Rent";"Medical";"C";24000;13.85;1;0.33;"N";5
31;66000;15.0;"Mortgage";"Personal";"A";10000;0.0;0;0.15;"N";5
23;54000;1.0;"Mortgage";"Education";"C";13650;0.0;0;0.25;"Y";2
25;48000;0.0;"Rent";"Medical";"C";12000;13.49;0;0.25;"Y";2
24;40000;5.0;"Mortgage";"Venture";"A";8000;0.0;0;0.2;"N";4
27;43200;4.0;"Rent";"Education";"A";10000;7.49;0;0.23;"N";10
32;69900;16.0;"Mortgage";"Personal";"B";18000;11.49;0;0.26;"N";8
35;192000;11.0;"Mortgage";"Homeimprovement";"B";10000;11.99;0;0.05;"N";9
23;120000;5.0;"Mortgage";"Venture";"B";6000;9.99;0;0.05;"N";3
30;80000;0.0;"Rent";"Medical";"A";8900;6.17;0;0.11;"N";10
22;56000;5.0;"Mortgage";"Medical";"B";12000;10.99;0;0.21;"N";2
21;32000;5.0;"Rent";"Venture";"C";15000;11.09;1;0.47;"N";3
22;29996;3.0;"Mortgage";"Education";"C";5400;12.84;0;0.18;"N";4
23;97000;7.0;"Own";"Medical";"B";15000;9.63;0;0.15;"N";4
33;62050;17.0;"Mortgage";"Medical";"D";20000;0.0;1;0.27;"Y";8
29;32000;2.0;"Rent";"Education";"C";7000;14.65;1;0.22;"Y";10
43;86004;2.0;"Mortgage";"Homeimprovement";"B";10000;9.99;0;0.12;"N";14
25;110000;2.0;"Rent";"Venture";"B";5000;9.99;0;0.05;"N";4
22;88000;6.0;"Rent";"Debtconsolidation";"D";25000;15.58;1;0.28;"Y";2
25;67500;2.0;"";"Education";"A";15000;0.0;0;0.25;"N";12
25;67000;9.0;"Rent";"Personal";"C";5000;13.92;1;0.07;"Y";4
46;54196;17.0;"Mortgage";"Venture";"B";4500;11.49;0;0.08;"N";14
30;57600;5.0;"Rent";"Personal";"A";8500;0.0;0;0.15;"N";5
25;40000;2.0;"Rent";"Medical";"C";18000;13.11;1;0.45;"Y";3
22;105000;6.0;"Rent";"Medical";"A";7000;7.74;0;0.07;"N";3
24;64000;7.0;"Mortgage";"Venture";"F";4000;20.89;1;0.06;"N";2
33;60000;3.0;"Mortgage";"Debtconsolidation";"A";3500;7.9;0;0.06;"N";9
25;115000;3.0;"Mortgage";"Education";"A";7600;6.99;0;0.07;"N";4
28;95000;12.0;"Mortgage";"Homeimprovement";"A";3500;6.03;0;0.04;"N";7
25;84000;9.0;"Mortgage";"Debtconsolidation";"B";4200;9.25;0;0.05;"N";4
29;33864;2.0;"Rent";"Venture";"D";6000;14.91;1;0.18;"Y";6
22;74000;6.0;"Mortgage";"Medical";"A";4000;6.99;0;0.05;"N";4
23;70000;3.0;"Mortgage";"Venture";"A";15000;8.49;0;0.21;"N";2
34;70000;13.0;"Mortgage";"Debtconsolidation";"A";20000;6.54;0;0.29;"N";6
26;48000;0.0;"Rent";"Education";"C";9600;12.73;0;0.2;"Y";3
65;93000;27.0;"Mortgage";"Personal";"B";25000;9.99;0;0.27;"N";27
39;60000;2.0;"Rent";"Debtconsolidation";"C";6000;15.27;0;0.1;"N";14
22;38000;5.0;"Mortgage";"Debtconsolidation";"B";10000;12.21;0;0.26;"N";3
37;120000;21.0;"Mortgage";"Personal";"D";20000;14.84;0;0.17;"N";11
30;70000;6.0;"Mortgage";"Homeimprovement";"A";10200;6.91;0;0.15;"N";8
29;39000;12.0;"Mortgage";"Personal";"A";16000;5.99;0;0.41;"N";8
27;40000;8.0;"Rent";"Personal";"B";12000;10.37;0;0.3;"N";9
